CODICEIDENTIFICATIVOSITO;LATITUDINE
3000;38,12690919
3001;39,4063457
3003;39,2238411
3004;43,8278507
3005;44,67458974
3007;45,5097939
3008;44,22852591
3008;44,22852591
3008;44,22852591
3009;45,1860043
3010;45,8794698
3011;45,32249
3012;40,432451
3013;41,30966316
3014;45,4098919
3015;45,3821464
3016;39,11444326
3017;44,46514142
3018;45,60689718
3019;40,6640581
3021;41,8228181
3023;45,07765892
3024;39,7811814
3025;44,6790949
3026;39,3323885
3027;45,01965888
3028;40,19932693
3029;41,00367272
3030;36,9269273
3031;42,7459085
3032;38,9065845
3033;38,09349085
3035;43,8697151
3036;39,88141908
3037;45,4455719
3039;41,15419
3040;44,2299147
3041;41,0764214
3042;39,71676668
3043;41,1174561
3043;41,1174561
3043;41,1174561
3044;46,08908275
3045;45,29935213
3046;44,12610409
3047;46,14037151
3048;45,91755573
3048;45,91755573
3049;37,5508997
3049;37,5508997
3049;37,5508997
3052;40,7466579
3053;37,9567688
3054;40,624906
3055;44,7900536
3056;41,53276634
3057;39,5131819
3058;45,37595025
3059;45,76750065
3060;45,62139005
3061;45,3937633
3062;43,6864539
3063;42,3265661
3064;45,1584183
3065;41,5602544
3066;39,49535602
3067;45,3197823
3068;40,60104592
3070;39,5413458
3071;45,60578745
3072;45,8104264
3073;40,894578
3074;41,45927202
3075;40,7403321
3076;40,7761374
3077;45,77389
3078;43,864483
3080;41,91140053
3081;39,39220002
3082;45,67123
3083;38,21944375
3084;45,0709201
3087;37,61215302
3088;45,0550547
3088;45,0550547
3089;39,2158515
3089;39,2158515
3091;37,654618
3092;42,7422691
3093;45,49721704
3094;37,935445
3095;40,3202318
3096;39,25199819
3097;40,91225025
3098;44,01415
3098;44,01415
3099;39,6218173
3099;39,6218173
3101;38,2262792
3102;45,1654243
3103;44,12969286
3104;38,463769
3105;38,1031551
3105;38,1031551
3106;44,27212625
3107;44,67283633
3108;37,72689924
3109;45,69002931
3110;41,1204066
3111;41,241377
3111;41,241377
3112;36,7765799
3112;36,7765799
3113;44,7972999
3114;44,6096859
3114;44,6096859
3115;42,1958674
3116;42,80602045
3117;44,9114472
3118;39,25465123
3119;45,1927445
3122;37,0714069
3123;37,53277515
3124;45,39810426
3125;37,57396775
3126;38,13022074
3127;40,894539
3128;40,69663035
3129;37,15445221
3130;37,61633827
3131;41,11640561
3132;38,218773
3133;43,7269859
3134;43,8231692
3135;43,1366667
3136;38,1264459
3137;45,5831223
3138;43,781443
3139;45,07568357
3139;45,07568357
3140;45,65369372
3141;45,0692794
3142;43,8398164
3144;45,5507486
3145;46,0710668
3146;41,24859243
3147;39,3345613
3148;39,3150646
3149;39,30094204
3150;38,11374707
3150;38,11374707
3151;45,45598975
3151;45,45598975
3152;40,65653282
3153;44,91725446
3154;38,13022074
3154;38,13022074
3155;45,1362661
3156;39,00755812
3157;39,3833379
3158;39,15507915
3159;40,59804706
3160;39,313583
3163;41,790852
3164;45,62760947
3165;40,701728
3166;40,6777997
3167;41,0621627
3168;46,1581489
3169;45,64959434
3170;43,0812783
3171;45,3597256
3172;41,82739373
3173;45,21971326
3174;44,83775235
3175;45,75725404
3176;45,44931619
3177;42,9209959
3177;42,9209959
3178;41,1170898
3179;41,0166747
3180;36,96394265
3181;42,0924982
3181;42,0924982
3181;42,0924982
3182;41,0867511
3183;43,2717274
3184;38,3149401
3185;38,1532203
3185;38,1532203
3186;39,7478528
3191;40,146012
3192;40,8470766
3194;44,8534249
3195;41,88427469
3198;45,53252414
3199;40,3753927
3200;39,0129845
3201;45,5176559
3202;45,67879545
3203;44,891267
3204;37,5109969
3205;45,470953
3206;44,8068645
3207;45,0709468
3208;39,918286
3209;40,14527079
3210;40,75022827
3211;39,58678608
3212;40,86962429
3213;39,0806529
3214;40,608843
3214;40,608843
3215;44,40726
3216;45,12464957
3217;38,84752483
3218;37,55482101
3218;37,55482101
3219;40,11237933
3219;40,11237933
3220;41,1171432
3221;45,4455719
3222;45,524577
3223;44,02276967
3225;40,7417665
3226;40,91385611
3227;44,6633914
3228;40,9230386
3228;40,9230386
3228;40,9230386
3229;40,9182598
3229;40,9182598
3229;40,9182598
3230;38,18838652
3231;40,6558814
3232;37,82532156
3233;40,3486827
3234;42,46982018
3235;40,0757853
3236;43,32513503
3237;45,51384037
3238;45,08226863
3239;40,89998788
3240;44,7459899
3241;44,6809655
3242;40,59865413
3243;38,22264431
3244;37,0714069
3245;44,67574839
3246;43,12889454
3248;43,9840066
3249;44,088366
3251;45,9530648
3252;39,59611576
3253;37,27198315
3253;37,27198315
3254;44,62254564
3255;41,83343318
3255;41,83343318
3255;41,83343318
3256;43,86002289
3257;37,9340016
3258;37,93375
3259;41,1203945
3260;45,7697009
3262;38,35757798
3263;45,55293538
3265;44,6462907
3266;44,8597833
3267;43,69975337
3268;40,6708399
3271;45,6122177
3272;41,92368092
3273;45,8149791
3274;45,4514894
3274;45,4514894
3275;45,36657436
3277;45,63552719
3278;44,8468779
3279;38,22212383
3280;44,95619
3281;45,41410955
3282;43,8269356
3283;39,34622885
3284;45,6235225
3285;44,53191058
3286;45,8604781
3287;45,6566137
3288;45,86256607
3289;41,88454724
3290;43,1962605
3291;44,3308958
3291;44,3308958
3292;42,9480205
3294;41,06901504
3295;45,43570006
3295;45,43570006
3295;45,43570006
3296;38,8433334
3297;44,68094484
3298;41,8925798
3299;44,78086655
3300;37,528824
3301;44,149343
3302;44,1677243
3303;42,2248242
3304;45,52912852
3305;39,21033663
3306;44,3527757
3307;45,52816522
3308;40,91238227
3309;41,1256631
3310;39,2238411
3311;42,7549095
3312;45,15788833
3313;40,8451009
3314;43,46472476
3315;44,0047489
3316;45,34335993
3317;45,35348555
3318;45,47178
3318;45,47178
3318;45,47178
3319;39,23408015
3320;45,44677589
3321;45,1015554
3321;45,1015554
3322;43,9039224
3323;45,57909977
3323;45,57909977
3324;40,82623791
3325;39,52707808
3325;39,52707808
3326;39,44673777
3327;41,26178905
3328;40,36345102
3330;40,19296741
3331;41,94362785
3332;40,366351
3332;40,366351
3333;42,4257901
3334;45,5489396
3335;42,2092663
3336;40,62493374
3337;45,6738318
3337;45,6738318
3339;40,74503
3340;38,237295
3341;40,3202318
3342;38,2303886
3343;45,07575338
3344;40,69663035
3345;45,39583993
3346;46,12292217
3347;40,85897523
3348;41,12182767
3349;45,38528374
3349;45,38528374
3350;45,34285245
3351;40,8356678
3352;39,24265668
3353;43,7952682
3354;44,098909
3355;40,77329783
3356;43,88308696
3358;45,53248192
3359;46,107471
3360;45,29935213
3362;39,980678
3363;36,78541267
3364;40,01830098
3365;45,45206618
3365;45,45206618
3366;44,0103805
3367;44,32917248
3368;45,80223224
3368;45,80223224
3371;38,1940297
3372;45,3924676
3372;45,3924676
3373;39,25535885
3373;39,25535885
3374;42,5435931
3375;42,994528
3376;42,34875653
3377;39,81287613
3378;37,63441983
3379;44,3195499
3380;39,8424576
3381;39,49535602
3382;45,5329324
3383;43,81841806
3383;43,81841806
3384;42,099337
3385;42,1226882
3387;40,46929501
3388;41,14623302
3389;41,01089241
3390;40,70958264
3391;42,9824671
3392;38,12757734
3393;41,10438188
3394;46,07026631
3395;40,70142063
3397;37,95709051
3398;40,0225904
3399;39,03269487
3400;41,1115581
3401;44,33059064
3402;38,1313676
3402;38,1313676
3402;38,1313676
3403;38,1940297
3404;41,46634711
3406;42,08191755
3407;40,60793254
3408;41,95815744
3410;37,51842722
3411;39,88141908
3412;45,77615965
3413;43,581415
3414;37,62127527
3415;44,9279985
3415;44,9279985
3418;45,5208194
3418;45,5208194
3419;44,4777576
3420;44,4962622
3420;44,4962622
3421;45,53077541
3421;45,53077541
3422;40,84112547
3423;43,08102006
3424;40,7398781
3426;41,0422375
3427;43,0587522
3429;37,6498122
3431;39,060529
3432;39,30904
3433;38,72384067
3434;44,54529216
3435;39,55651751
3436;40,7259269
3437;37,5085148
3438;38,0370565
3438;38,0370565
3439;37,6283684
3440;45,0685845
3440;45,0685845
3441;41,88010757
3441;41,88010757
3442;37,44220831
3442;37,44220831
3443;40,10018605
3443;40,10018605
3444;38,29824897
3445;39,120174
3446;40,72577963
3447;45,39614059
3448;45,6118753
3449;45,42187956
3450;42,8012095
3450;42,8012095
3451;41,9500784
3453;38,9389095
3454;42,9209959
3455;39,22800266
3456;37,8241584
3457;44,3084643
3458;39,3099931
3459;45,6719003
3460;40,6327065
3461;45,774733
3462;39,43735383
3464;41,0275785
3465;39,4909734
3466;39,89772465
3467;40,1557815
3468;40,7259269
3469;40,930853
3470;41,0739779
3471;41,92062841
3472;45,216488
3473;42,2503026
3474;45,546237
3475;44,76602745
3476;44,8035032
3477;38,0172776
3478;38,63593325
3482;45,71201864
3483;41,2364303
3484;40,29159682
3485;45,58482205
3486;45,4307965
3487;43,9595513
3488;39,34273854
3489;43,95988
3490;45,29387397
3492;41,92368092
3493;37,92511241
3494;43,54557696
3495;39,8912889
3496;44,62158
3497;44,8230951
3498;44,76726821
3498;44,76726821
3499;44,06444301
3500;44,64481613
3501;43,9595513
3501;43,9595513
3502;40,50532619
3503;45,53338909
3505;45,78906447
3506;40,7414255
3507;40,74113912
3508;45,6349345
3509;39,24219248
3510;37,50773813
3511;45,5602483
3512;39,34677221
3514;43,733537
3515;39,39353646
3516;37,2277022
3517;45,6349345
3518;40,23328555
3519;45,06003002
3520;40,649112
3520;40,649112
3521;42,50559212
3521;42,50559212
3522;45,02291089
3523;45,065495
3524;39,88921
3525;41,404117
3526;39,3268903
3527;45,44392112
3528;45,0703621
3529;41,097433
3530;40,3570373
3531;40,865281
3532;40,719766
3533;41,6110207
3534;44,92268484
3535;39,84326925
3536;37,44220831
3537;45,10338156
3538;45,05228865
3539;43,559663
3539;43,559663
3540;39,65635644
3541;36,9272002
3541;36,9272002
3542;41,92368092
3543;45,4098919
3544;37,63441983
3545;37,63441983
3546;39,2331458
3547;45,6440491
3548;38,01667005
3548;38,01667005
3549;45,584329
3550;45,42163806
3551;45,43570006
3553;38,22171732
3554;38,13038293
3555;38,13022074
3556;37,6803984
3557;42,9209959
3559;44,0100583
3560;45,63959819
3561;37,67054648
3562;45,5080307
3563;45,43873732
3564;38,35720505
3565;41,69347426
3565;41,69347426
3566;37,19096831
3567;41,74472
3568;45,3351442
3569;45,30972061
3570;42,57839654
3571;42,2275723
3572;44,32271107
3573;37,55850752
3574;38,89144331
3576;38,1072728
3576;38,1072728
3577;44,0494254
3578;44,0494254
3579;37,66052273
3580;40,7226213
3580;40,7226213
3581;42,958483
3582;38,13272456
3583;41,91953321
3583;41,91953321
3584;39,91570403
3585;44,3847007
3585;44,3847007
3586;44,4355119
3586;44,4355119
3587;38,40728141
3588;40,048698
3590;44,49216451
3591;42,0005331
3592;43,349466
3593;45,525383
3593;45,525383
3594;40,14548
3594;40,14548
3595;41,08941222
3596;41,24528385
3597;40,7497868
3598;45,8118111
3599;45,4455719
3600;45,5470423
3601;37,56072224
3602;40,9067036
3603;39,0759535
3604;40,7912394
3605;41,8881877
3607;37,6654024
3608;44,351932
3609;43,72864314
3611;38,10224685
3612;39,935398
3613;40,8402258
3614;40,8402258
3615;40,82937728
3616;40,6712817
3617;42,22768
3618;44,88902263
3619;40,3570373
3620;37,57352675
3621;40,6327065
3622;44,40957042
3623;41,63415853
3623;41,63415853
3624;45,05585542
3625;44,2133756
3626;37,9867418
3627;37,57712192
3628;43,78955757
3629;41,8716557
3630;42,114637
3631;45,44511078
3633;41,92368092
3634;45,5454787
3635;45,6495354
3637;41,9015141
3638;41,8149695
3639;45,583583
3640;41,08424765
